Date,Open,High,Low,Close,Adj Close,Volume
2019-09-11,34.580002,34.680000,34.049999,34.270000,32.107323,14539800
2019-09-12,34.549999,34.560001,33.810001,33.900002,31.760677,18033100
2019-09-13,34.040001,34.110001,33.270000,33.459999,31.348442,21060300
2019-09-16,33.299999,33.419998,32.799999,33.020000,30.936211,15622500
2019-09-17,32.900002,33.900002,32.869999,33.900002,31.760677,18164700
2019-09-18,33.939999,34.150002,33.639999,34.000000,31.854366,13537800
2019-09-19,34.250000,34.490002,33.540001,33.590000,31.470236,14427900
2019-09-20,33.740002,34.180000,33.660000,34.180000,32.023010,29309000
2019-09-23,34.060001,34.250000,33.509998,34.250000,32.088589,12889800
2019-09-24,34.299999,34.369999,33.610001,33.810001,31.676359,11577100
2019-09-25,33.720001,34.090000,33.419998,34.029999,31.882475,9685200
2019-09-26,34.060001,34.660000,33.919998,34.520000,32.341549,15009400
2019-09-27,34.480000,34.779999,34.000000,34.500000,32.322807,13638200
2019-09-30,34.480000,34.580002,33.919998,33.919998,31.779411,14477800
2019-10-01,34.279999,34.320000,33.259998,33.459999,31.348442,14239700
2019-10-02,33.099998,33.099998,32.020000,32.150002,30.136648,19124300
2019-10-03,32.169998,32.470001,31.770000,32.240002,30.221008,16674900
2019-10-04,32.240002,32.650002,31.900000,32.570000,30.530342,13829400
2019-10-07,33.000000,33.250000,32.340000,32.360001,30.333502,22395500
2019-10-08,32.720001,33.040001,32.320000,32.330002,30.305374,17204200
2019-10-09,32.669998,33.500000,32.500000,33.250000,31.167761,14123200
2019-10-10,33.250000,33.900002,33.250000,33.630001,31.523960,11678600
2019-10-11,33.849998,34.340000,33.849998,34.009998,31.880161,16286900
2019-10-14,33.900002,34.650002,33.810001,34.490002,32.330105,11609700
2019-10-15,34.509998,35.029999,34.310001,34.770000,32.592571,19726100
2019-10-16,34.799999,35.599998,34.459999,35.599998,33.370594,20706700
2019-10-17,35.599998,35.950001,34.930000,35.000000,32.808170,21745000
2019-10-18,33.930000,34.070000,33.610001,33.790001,32.556362,12882200
2019-10-21,33.810001,34.130001,33.520000,34.029999,32.787605,12277300
2019-10-22,34.029999,35.000000,33.930000,35.000000,33.722191,28836500
2019-10-23,34.750000,35.799999,34.599998,35.299999,34.011238,27420300
2019-10-24,35.330002,35.470001,34.910000,35.259998,33.972694,21748400
2019-10-25,35.330002,35.869999,35.200001,35.720001,34.415901,16262200
2019-10-28,35.650002,37.029999,35.580002,37.009998,35.658802,37916700
2019-10-29,36.849998,36.959999,36.250000,36.500000,35.167423,20772100
2019-10-30,36.250000,36.709999,35.680000,36.669998,35.331219,19132600
2019-10-31,35.490002,35.790001,34.910000,35.169998,33.885979,38347400
2019-11-01,35.450001,35.619999,34.549999,34.869999,33.596928,22165200
2019-11-04,35.049999,35.270000,34.810001,34.889999,33.632835,11974000
2019-11-05,35.400002,35.470001,34.750000,35.360001,34.085903,22582800
2019-11-06,35.360001,35.700001,34.900002,35.169998,33.902748,12199700
2019-11-07,35.349998,35.450001,35.080002,35.259998,33.989506,10141200
2019-11-08,35.009998,35.200001,34.090000,34.240002,33.006264,21825600
2019-11-11,34.070000,34.299999,33.820000,34.160000,32.929142,17711600
2019-11-12,33.939999,34.240002,33.439999,33.840000,32.620670,15012700
2019-11-13,33.650002,33.810001,33.150002,33.490002,32.283291,15091400
2019-11-14,33.299999,33.630001,33.160000,33.349998,32.148327,18606300
2019-11-18,33.759998,33.830002,32.919998,33.130001,31.936256,18808900
2019-11-19,33.200001,33.369999,32.810001,33.070000,31.878420,11760400
2019-11-21,33.259998,33.599998,32.950001,33.259998,32.061573,29178900
2019-11-22,33.310001,33.830002,33.180000,33.810001,32.591759,16597700
2019-11-25,33.939999,34.040001,33.470001,33.639999,32.427883,14502000
2019-11-26,33.349998,33.549999,32.799999,32.919998,31.733824,32289600
2019-11-27,33.060001,33.709999,32.810001,33.470001,32.264004,17959100
2019-11-28,33.000000,33.360001,32.730000,33.209999,32.013371,15250000
2019-11-29,33.380001,33.549999,33.060001,33.369999,32.167603,14100000
2019-12-02,33.470001,33.880001,33.389999,33.590000,32.379677,11664800
2019-12-03,33.790001,34.020000,33.549999,33.689999,32.492760,14647300
2019-12-04,33.799999,34.560001,33.700001,34.560001,33.331848,16864100
2019-12-05,34.599998,35.099998,34.480000,34.700001,33.466869,17488200
2019-12-06,34.700001,35.020000,34.279999,34.310001,33.090733,19718900
2019-12-09,34.349998,34.700001,34.000000,34.599998,33.370422,19813800
2019-12-10,34.599998,34.810001,34.299999,34.480000,33.254684,21860000
2019-12-11,34.599998,34.830002,33.970001,34.279999,33.061798,25691600
2019-12-12,34.450001,34.779999,34.250000,34.740002,33.505455,14115400
2019-12-13,34.799999,35.279999,34.599998,34.799999,34.106937,23335200
2019-12-16,35.000000,35.169998,34.189999,34.189999,33.509090,26849600
2019-12-17,34.500000,35.029999,34.250000,34.820000,34.126549,20612100
2019-12-18,34.820000,35.980000,34.720001,35.790001,35.077225,48614700
2019-12-19,35.700001,36.450001,35.680000,36.450001,35.724083,32951700
2019-12-20,35.830002,35.930000,35.459999,35.689999,35.469051,22379200
2019-12-23,35.689999,35.919998,35.480000,35.910000,35.687695,10267900
2019-12-26,35.930000,36.490002,35.820000,36.360001,36.134903,10453500
2019-12-27,36.500000,36.650002,36.099998,36.220001,35.995773,10404000
2019-12-30,36.360001,36.490002,35.959999,36.169998,35.946079,7455500
2020-01-02,36.529999,37.509998,36.200001,37.509998,37.277782,18806600
2020-01-03,36.900002,38.000000,36.880001,37.509998,37.294933,30051900
2020-01-06,37.200001,37.279999,36.439999,36.840000,36.628777,25300900
2020-01-07,36.750000,36.959999,36.000000,36.200001,35.992443,14857300
2020-01-08,36.369999,36.520000,35.459999,35.639999,35.435654,21266800
2020-01-09,35.779999,35.889999,34.720001,35.070000,34.868923,23124900
2020-01-10,35.110001,35.380001,34.349998,34.430000,34.232594,19870000
2020-01-13,34.779999,34.950001,34.570000,34.799999,34.600468,16318400
2020-01-14,34.830002,34.849998,34.340000,34.759998,34.560699,14231300
2020-01-15,34.580002,34.619999,33.869999,34.150002,33.954197,21264300
2020-01-16,34.279999,34.900002,34.150002,34.639999,34.441387,24654400
2020-01-17,34.849998,35.560001,34.779999,35.450001,35.246746,22535700
2020-01-20,35.259998,35.349998,34.610001,34.759998,34.560699,14011700
2020-01-21,34.500000,34.669998,33.590000,33.599998,33.407349,23482400
2020-01-22,34.000000,34.139999,33.540001,33.720001,33.526665,17860200
2020-01-23,33.490002,34.959999,33.349998,34.610001,34.411560,29248100
2020-01-24,34.720001,34.880001,33.959999,34.349998,34.153049,13412200
2020-01-27,33.980000,34.070000,33.430000,33.560001,33.367577,14253400
2020-01-28,33.849998,34.029999,33.380001,33.599998,33.407349,12507200
2020-01-29,33.860001,33.919998,33.000000,33.119999,32.930099,16164300
2020-01-30,32.720001,33.529999,32.570000,33.450001,33.258209,15806900
2020-01-31,33.040001,33.279999,32.619999,32.889999,32.701420,17359700
2020-02-03,32.990002,33.490002,32.810001,33.099998,32.910221,15142300
2020-02-04,33.750000,33.759998,33.040001,33.099998,32.927380,20571100
2020-02-05,34.020000,34.599998,33.689999,33.740002,33.564041,39346600
2020-02-06,34.000000,34.270000,33.169998,33.349998,33.176075,23419700
2020-02-07,33.200001,34.200001,33.160000,33.730000,33.554096,22761900
2020-02-10,33.849998,34.459999,33.520000,34.090000,33.912212,24456100
2020-02-11,31.381800,31.700001,31.009100,31.263599,31.100554,29926490
2020-02-12,34.380001,34.520000,33.599998,33.930000,33.753048,49260400
2020-02-13,33.689999,33.689999,33.029999,33.279999,33.106441,19204300
2020-02-14,33.270000,33.320000,32.400002,32.529999,32.360348,22115300
2020-02-17,32.630001,32.700001,32.259998,32.259998,32.091763,10809200
2020-02-18,32.020000,32.369999,31.680000,32.070000,31.960419,26155200
2020-02-19,31.889999,33.000000,31.820000,32.529999,32.418850,27194500
2020-02-20,32.849998,32.849998,32.009998,32.060001,31.950459,20948900
2020-02-21,31.900000,32.049999,31.510000,31.809999,31.701309,16212100
2020-02-26,null,null,null,null,null,null
2020-02-27,29.709999,31.110001,29.709999,29.969999,29.867596,36056000
2020-02-28,30.070000,30.690001,29.700001,30.530001,30.425684,41908000
2020-03-02,30.549999,31.080000,30.120001,30.940001,30.834286,33342600
2020-03-03,30.600000,31.040001,29.920000,30.120001,30.033829,30969000
2020-03-04,30.580000,30.629999,29.730000,30.450001,30.362886,29293400
2020-03-05,30.150000,30.389999,29.190001,29.450001,29.365746,24099500
2020-03-06,28.549999,29.240000,28.219999,28.610001,28.528151,30164700
2020-03-09,26.670000,27.450001,26.150000,26.549999,26.474043,45857300
2020-03-10,28.000000,28.370001,26.219999,27.190001,27.112213,33279200
2020-03-11,26.500000,26.770000,24.010000,24.990000,24.918507,35481800
2020-03-12,22.000000,22.799999,21.000000,21.639999,21.578089,38685900
2020-03-13,25.700001,25.740000,22.010000,25.290001,25.217649,59674700
2020-03-16,22.400000,24.170000,21.639999,21.680000,21.617975,45995900
2020-03-17,22.350000,24.559999,21.650000,23.420000,23.352997,54246200
2020-03-18,21.799999,22.510000,19.700001,20.690001,20.630808,59141300
2020-03-19,20.000000,21.490000,18.920000,20.750000,20.690636,54410900
2020-03-20,21.530001,21.700001,18.959999,19.240000,19.184956,50369400
2020-03-23,19.500000,19.700001,17.299999,17.670000,17.619450,53271800
2020-03-24,19.010000,20.610001,18.920000,20.330000,20.271839,36848000
2020-03-25,19.990000,23.420000,19.879999,21.850000,21.787489,35713700
2020-03-26,22.200001,23.270000,21.360001,22.309999,22.246172,38332500
2020-03-27,21.200001,21.799999,20.709999,20.860001,20.800323,31769500
2020-03-30,21.139999,21.830000,20.760000,21.510000,21.448460,31866900
2020-03-31,21.250000,21.490000,20.400000,20.770000,20.710581,39086100
2020-04-01,20.000000,20.170000,19.379999,19.860001,19.803183,25611300
2020-04-02,19.850000,20.379999,19.620001,19.950001,19.910217,29931100
2020-04-03,19.799999,19.830000,18.219999,19.209999,19.171694,40896600
2020-04-06,20.639999,21.379999,20.530001,21.030001,20.988064,56656600
2020-04-07,22.500000,22.930000,21.770000,21.820000,21.776489,37092600
2020-04-08,19.909100,20.745501,19.754499,20.363600,20.322992,37210910
2020-04-09,20.636400,21.163601,20.236401,20.354500,20.313910,41548320
2020-04-13,20.336399,20.881800,19.818199,20.881800,20.840160,35536600
2020-04-14,21.500000,22.059999,21.110001,21.110001,21.067905,34432600
2020-04-15,20.740000,21.059999,20.400000,20.500000,20.459120,36230700
2020-04-16,20.820000,20.840000,19.910000,19.969999,19.930176,29284000
2020-04-17,20.480000,20.690001,19.760000,20.360001,20.319401,26737200
2020-04-20,19.879999,20.080000,19.549999,19.700001,19.660717,41960400
2020-04-22,19.500000,20.139999,19.370001,19.629999,19.590855,43366500
2020-04-23,19.900000,20.150000,19.030001,19.350000,19.311415,42673100
2020-04-24,19.030001,19.219999,17.200001,17.840000,17.804424,72942900
2020-04-27,18.639999,19.059999,18.150000,18.360001,18.323389,43960400
2020-04-28,19.549999,20.250000,19.389999,19.969999,19.930176,57299100
2020-04-29,20.530001,20.730000,19.889999,20.639999,20.598841,36957300
2020-04-30,19.049999,19.590000,19.049999,19.150000,19.111813,70325000
2020-05-04,18.709999,18.740000,18.080000,18.299999,18.263506,44358900
2020-05-05,18.500000,19.040001,18.160000,18.299999,18.282463,51359100
2020-05-06,18.340000,18.440001,17.690001,17.920000,17.902828,42069600
2020-05-07,18.049999,18.080000,17.000000,17.150000,17.133566,70500600
2020-05-08,17.639999,18.129999,17.469999,17.920000,17.902828,40080600
2020-05-11,17.799999,18.559999,17.650000,17.650000,17.633087,30701600
2020-05-12,17.920000,17.969999,17.100000,17.100000,17.083614,40746500
2020-05-13,17.280001,17.510000,16.610001,16.950001,16.933758,53750500
2020-05-14,16.670000,17.910000,16.110001,17.879999,17.862865,68452500
2020-05-15,17.740000,18.030001,17.110001,17.110001,17.093605,40369400
2020-05-18,17.950001,18.070000,17.440001,18.010000,17.992743,48012100
2020-05-19,17.940001,18.000000,17.480000,17.480000,17.463249,34829900
2020-05-20,17.600000,17.820000,17.370001,17.660000,17.643078,27881000
2020-05-21,17.799999,18.799999,17.709999,18.639999,18.622137,52239500
2020-05-22,18.430000,19.000000,18.230000,18.750000,18.732033,42955300
2020-05-25,19.590000,20.150000,19.270000,20.080000,20.060759,41760000
2020-05-26,20.490000,20.540001,19.070000,19.209999,19.191591,60654700
2020-05-27,19.600000,19.719999,19.180000,19.540001,19.521276,31731300
2020-05-28,19.370001,19.660000,19.059999,19.100000,19.081697,36679100
2020-05-29,19.100000,19.100000,18.469999,18.950001,18.931841,70297300
2020-06-01,18.889999,19.940001,18.790001,19.799999,19.781025,60813500
2020-06-02,20.170000,20.700001,20.040001,20.670000,20.670000,47861000
2020-06-03,21.639999,22.000000,21.360001,21.590000,21.590000,76471600
2020-06-04,21.389999,22.160000,21.010000,21.900000,21.900000,58598500
2020-06-05,23.340000,23.629999,22.180000,22.299999,22.299999,73385100
2020-06-08,22.700001,23.500000,22.600000,23.469999,23.469999,57868000
2020-06-09,0.000000,0.000000,0.000000,22.950001,22.950001,0
